x	y	0	tf
cluding	including	including	True
trgstworthin	trustworthiness	trustworthiness	True
represenjtati	representatives	representatives	True
universc	university	university	True
resumably	presumably	presumably	True
esoablis	establishes	establishes	True
persisten	persistence	persistente	False
famjlmar	familiar	familiar	True
envronment	environmental	environmental	True
dardanelf	dardanelles	dardanelles	True
vicini	vicinity	vicinity	True
airmraft	aircraft	aircraft	True
unavaiza	unavailable	unavailable	True
aerodynami	aerodynamics	aerodynamics	True
aestphetib	aesthetic	aesthetic	True
crtographer	cartographer	cartographer	True
catezgora	categories	categorizs	False
denigrat	denigrating	denigrating	True
sreenwrier	screenwriter	screenwriter	True
improvbsatio	improvisation	improvisation	True
rucifix	crucifixion	crucifixion	True
prrfeasi	profession	profession	True
extzatbrrestrkal	extraterrestrials	extraterrestrial	False
rgeting	targeting	targeting	True
ferring	referring	referring	True
alcojhoui	alcoholic	alcoholic	True
ouiginal	original	originally	False
appearanv	appearance	appearance	True
frequent	frequently	frequently	True
acommodatio	accommodation	accommodations	False
herently	inherently	inherently	True
govormental	governmental	governmental	True
inauguraw	inaugurates	inaugurated	False
innoenc	innocence	innocence	True
ictercontinetvtal	intercontinental	intercontinental	True
combossi	commission	commission	True
exprese	expressed	expressed	True
disawppvo	disapproval	disapproval	True
ditributed	distributed	distributed	True
lifetimw	lifetime	lifetime	True
ssociates	associates	associates	True
vertheless	nevertheless	nevertheless	True
irreplacembl	irreplaceable	irreplaceable	True
imprisonmen	imprisonment	imprisonment	True
allottd	allotted	allotted	True
departmenntal	departmental	departmental	True
preceeds	precedes	precedes	True
idioyncrsy	idiosyncrasy	idiosyncrasy	True
oncentrates	concentrates	concentrates	True
rezommen	recommend	recommend	True
lophones	allophones	allophones	True
rconciliati	reconciliation	reconciliation	True
dedctibe	describe	described	False
performeg	performers	performers	True
disappa	disappears	disappears	True
aunched	launched	launched	True
journeys	journeys	journeys	True
cemtry	cemetery	cemetery	True
absorptio	absorption	absorption	True
cmmmiesioned	commissioned	commissioned	True
benqfitsm	benefits	benefits	True
contributixn	contributions	contributions	True
boook	book	book	True
nonyms	synonyms	synonyms	True
enameeled	enameled	enameled	True
catzypillqrs	caterpillars	caterpillars	True
visakpointkn	disappointing	disappointing	True
resisan	resistance	resistance	True
idenztifia	identifiers	identifiers	True
unavila	unavailable	unavailable	True
conjeate	connected	connected	True
vajuable	valuable	valuable	True
ymptoms	symptoms	symptoms	True
pogsesbe	possessed	possessed	True
procclamation	proclamation	proclamation	True
coholic	alcoholic	alcoholic	True
recpie	recipient	recipients	False
enormou	enormous	enormous	True
inisten	insistence	insistence	True
reptaurareur	restaurateur	restaurateurs	False
prfemine	preeminence	preeminence	True
cmbintions	combinations	combinations	True
crtiag	cartilage	cartilage	True
decompo	decompose	decomposi	False
nocombatnt	noncombatants	noncombatants	True
scbsqquentlyk	subsequently	subsequently	True
omoted	promoted	promoted	True
familis	families	families	True
consuma	consummated	consummate	False
gineers	engineers	engineers	True
succcssi	succession	succession	True
soonful	spoonfuls	spoonfuls	True
rfferenh	reference	reference	True
assett	cassette	cassette	True
insecoivorou	insectivorous	insectivorous	True
offcially	officially	officially	True
cgaracte	character	character	True
turday	saturday	saturdays	False
jafanese	japanese	japanese	True
optmizations	optimizations	optimizations	True
terrestr	terrestrial	terrestrial	True
bilngulism	bilingualism	bilingualism	True
siilar	similarly	similariy	False
extrmel	extremely	extremely	True
seperatism	separatism	separatism	True
distbingwishe	distinguished	distinguished	True
supposbd	supposedly	supposedly	True
barenthe	parenthesis	parenthesis	True
gasualtl	casualties	casualties	True
eginne	beginners	beginners	True
eslectic	eclectic	eclectic	True
rudimentatry	rudimentary	rudimentary	True
commrci	commercial	commercial	True
defeniv	defensively	defensively	True
inklammasion	inflammation	inflammation	True
as wx	as well	as well	True
havee	have	have	True
scceso	successor	successor	True
enormxous	enormous	enormous	True
afflit	affiliate	affiliate	True
mathewatipia	mathematician	mathematician	True
descibe	describe	describes	False
arranaem	arrangement	arrangement	True
consecuto	consecutive	consecutive	True
payed	paid	paid	True
nurember	nuremberg	nuremberg	True
pracqtitioner	practitioner	practitioner	True
emgrant	emigrant	emigrant	True
expropriato	expropriation	expropriation	True
moripsset	morissette	morissette	True
maitain	maintained	maintainid	False
spiritua	spiritual	spiritual	True
feasile	feasible	feasible	True
alchol	alcohol	alcohol	True
acauirkd	acquired	acquired	True
seinor	senior	senior	True
rcerer	sorcerer	sorcerer	True
aesthti	aesthetical	aesthetical	True
commuicatio	communication	communication	True
aeknowledgep	acknowledged	acknowledged	True
ajminimtrwti	administrative	administrative	True
uninterrupt	uninterrupted	uninterrupted	True
rtudying	studying	strdying	False
aterpil	caterpillar	aaterpillar	False
poceedi	proceeding	proceedings	False
persuade	persuades	persuaded	False
carnegiem	carnegie	carnegie	True
rebellion	rebellions	rebellions	True
wiespre	widespread	widespread	True
bxamined	examined	examined	True
rndezv	rendezvous	rendezvous	True
ennsylvania	pennsylvania	pennsylvania	True
rrounding	surrounding	surrounding	True
newslette	newsletters	newsletters	True
spentaculars	spectaculars	spectaculars	True
nomalies	anomalies	anomalies	True
libertariani	libertarianism	libertarianism	True
effscien	efficient	efficient	True
tenracte	tentacle	tentactes	False
restauaa	restaurant	restaurants	False
noticible	noticeable	noticeable	True
asjemble	assemble	assemble	True
emissi	emission	emission	True
occaxsion	occasion	occasional	False
suppbyess	suppressing	suppresseng	False
manifestation	manifestations	manifestations	True
berinnino	beginning	beginning	True
liektena	lieutenant	lieutenant	True
tellite	satellite	satellites	False
commissione	commissioner	commissioned	False
wardobe	wardrobe	wardrobe	True
aithoughx	although	although	True
cotnotmtions	connotations	connotations	True
artia	article	article	True
eiminat	eliminated	eliminatid	False
theather	theater	theater	True
vklibity	validity	validity	True
descrife	describes	describes	True
deram	dram	dram	True
abbrrevia	abbreviate	abbreviated	False
comisioner	commissioner	commissioner	True
thiunk	think	think	True
nasalizatio	nasalization	nasalization	True
commistioned	commissioned	commissioned	True
entitxed	entitled	entitled	True
aisdemep	misdemeanor	misdemeanor	True
attofrney	attorney	attorney	True
hypxcrisj	hypocrisy	hypocrisy	True
rrored	mirrored	mirrored	True
bureaucr	bureaucracy	bureaucracy	True
equiibr	equilibrium	equilibrium	True
reconnaisan	reconnaissance	reconnaissance	True
neverthlss	nevertheless	nevertheless	True
lighwt ye	light years	light years	True
hocola	chocolate	chocolate	True
nfortunatel	unfortunately	unfortunately	True
instutions	intuitions	insuitions	False
cquaintane	acquaintance	acquaintance	True
decommissioj	decommissioned	decommissioned	True
associat	associated	associated	True
fireseef	foreseeable	foreseeable	True
mammalis	mammalian	mammalian	True
untransdatas	untranslatable	untranslatable	True
ignificatl	significantly	significantly	True
cznceive	conceived	conceived	True
eated	created	created	True
prqlifefatio	proliferation	proliferation	True
worsjned	worsened	worsened	True
insjnsht	insensitive	insensitive	True
syonyms	synonyms	synonyms	True
crees	decrees	decrees	True
enitled	entitled	entitled	True
dejpekat	desperation	desperation	True
peferri	preferring	preferring	True
amunition	ammunition	ammunition	True
contiroll	controlled	controlled	True
receiver	receiver	receiver	True
stremlinin	streamlining	streamlining	True
dgmoorap	demographic	demographic	True
ferral	referral	referral	True
rdiculo	ridiculous	ridiculous	True
coqmissis	commission	commission	True
expasnsio	expansion	expansion	True
nutrdient	nutrient	nutrient	True
equilibr	equilibrium	equilibrium	True
spirituam	spiritual	spiritual	True
embarra	embarrassed	embarrassed	True
interbread	interbreed	interbreed	True
nanurajl	naturally	naturally	True
achvewed	achieved	achieved	True
constructiwn	construction	construction	True
commemoyatwv	commemorative	commemorative	True
impoovementsw	improvements	improvements	True
ecessar	necessary	necessary	True
lightfye	light year	light years	False
rrogant	arrogant	arrogant	True
shophkeel	shopkeepers	shopkeepers	True
hebdecbe	heidelberg	heidelberg	True
larvz	larvae	larvaes	False
colzbagu	colleague	colleagues	False
performe	performers	performers	True
ntanglement	entanglements	entanglements	True
disatisfied	dissatisfied	dissatisfied	True
visib	visibly	visibly	True
infilvra	infiltrate	infiltrate	True
nuttural	guttural	guttural	True
octahed	octahedral	octahedra	False
imginar	imaginary	imaginary	True
transprtat	transportation	transportation	True
calcurat	calculated	calculated	True
sciewtis	scientist	scientist	True
unbeknoa	unbeknownst	unbeknownst	True
initikti	initiative	initiative	True
apanese	japanese	japanese	True
olleagues	colleagues	colleagues	True
moisyture	moisture	moisture	True
negtia	negotiation	negotiation	True
dioces	diocese	dioceses	False
maeeuves	maneuver	maneuver	True
mizspell	misspelled	misspelled	True
nnilwter	unilateral	unilateral	True
conjinct	conjunction	conjunction	True
aniers	anniversary	anniversary	True
commado	commandos	commandos	True
citiciz	criticized	criticized	True
couacill	councillors	councillors	True
accommodqtin	accommodating	accommodating	True
inproving	improving	improving	True
tianslat	translators	translators	True
miitary	military	military	True
reprolucixle	reproducible	reproducible	True
pooitign	position	position	True
beaurocracy	bureaucracy	bureaucracy	True
referred	referred	peferred	False
gudalup	guadalupe	guadalupe	True
chepilal	chemically	chemically	True
torpedoe	torpedoes	torpedoes	True
recosmmvn	recommended	recommended	True
essntia	essentially	essentially	True
entir	entity	entrry	False
addressab	addressable	addressable	True
eortgagem	mortgage	mortgage	True
corresmondef	corresponded	corresponded	True
acquirn	acquiring	acquiring	True
confmdential	confidentially	confidentially	True
armture	armature	armature	True
soueni	souvenirs	souvenirs	True
repeoducible	reproducible	reproducible	True
inocen	innocence	innocence	True
electdic	electricity	electricity	True
anthropologye	anthropology	anthropology	True
constraint	constraints	constraints	True
accommodares	accommodates	accommodates	True
completedpth	completed the	completed the	True
criterto	criterion	criterion	True
ddsctnda	descendants	descendants	True
supassi	surpassing	surpassing	True
competent	incompetent	cncompetent	False
similri	similarity	similarity	True
versiins	versions	versions	True
visable	visible	visible	True
movei	movie	movie	True
sxtellst	satellites	satellites	True
confrdentcal	confidential	confidential	True
rsonality	personality	personality	True
satiria	satirically	satirically	True
cmpuerzed	computerized	computerized	True
atorny	attorney	attorney	True
formserlyl	formerly	formerly	True
trnsferring	transferring	transferring	True
knowledgeabl	knowledgeable	knowledgeable	True
occassions	occasions	occasions	True
exceptiona	exceptional	exceptional	True
misile	missile	missile	True
ifferen	different	different	True
nywhere	anywhere	anywhere	True
ndependence	independence	independence	True
anywhe	anywhere	anywhere	True
iprovements	improvements	improvements	True
succsse	successes	successes	True
acceterafion	acceleration	acceleration	True
commonealh	commonwealth	commonwealth	True
fublsshe	publisher	publisher	True
souvnnir	souvenirs	souvenir	False
administrafo	administrator	administrator	True
liability	reliability	reliability	True
nefghboc	neighbours	neighbours	True
dntitwed	entitled	entitled	True
maintenan	maintenance	maintenance	True
ressurrection	resurrection	resurrection	True
surprisc	surprising	surprising	True
prmanen	permanent	permanently	False
inayzert	inadvertent	inadvertent	True
republc	republics	republica	False
polcsaccgari	polysaccharide	polysaccharide	True
abbrevitio	abbreviation	abbreviation	True
exercis	exercises	exercisi	False
dominaton	domination	domination	True
susplensa	suspension	suspension	True
rcommen	recommends	recommend	False
parajlel	parallelly	parallel	False
iferred	inferred	inferred	True
intrduc	introduced	introduced	True
unsuccesfully	unsuccessfully	unsuccessfully	True
lendour	splendour	splendour	True
proeimit	proximity	proximity	True
surpriset	surprised	surprised	True
commiting	committing	committing	True
idisynrat	idiosyncratic	idiosyncratic	True
repullic	republicans	republican	False
